id,booking_code,customer_id,user_id,status,booking_date,total_deposit
1982,INN01982,1982,1,CANCELLED,2018-04-19,0.0
1983,INN01983,1983,1,CANCELLED,2018-10-28,0.0
1984,INN01984,1984,1,CANCELLED,2018-09-15,0.0
1985,INN01985,1985,1,CONFIRMED,2017-08-21,0.0
1986,INN01986,1986,1,CONFIRMED,2018-04-11,0.0
1987,INN01987,1987,1,CONFIRMED,2017-10-17,0.0
1988,INN01988,1988,1,CANCELLED,2018-05-16,0.0
1989,INN01989,1989,1,CONFIRMED,2017-09-20,0.0
1990,INN01990,1990,1,CONFIRMED,2018-01-06,0.0
1991,INN01991,1991,1,CANCELLED,2018-07-07,0.0
1992,INN01992,1992,1,CANCELLED,2018-08-28,0.0
1993,INN01993,1993,1,CANCELLED,2018-10-04,0.0
1994,INN01994,1994,1,CONFIRMED,2018-06-03,0.0
1995,INN01995,1995,1,CONFIRMED,2018-10-17,0.0
1996,INN01996,1996,1,CONFIRMED,2018-10-13,0.0
1997,INN01997,1997,1,CANCELLED,2018-09-16,0.0
1998,INN01998,1998,1,CANCELLED,2018-10-22,0.0
1999,INN01999,1999,1,CANCELLED,2018-11-20,0.0
2000,INN02000,2000,1,CONFIRMED,2018-11-14,0.0
2001,INN02001,2001,1,CANCELLED,2018-05-11,0.0
2002,INN02002,2002,1,CANCELLED,2018-10-28,0.0
2003,INN02003,2003,1,CONFIRMED,2018-07-12,0.0
2004,INN02004,2004,1,CONFIRMED,2018-04-11,0.0
2005,INN02005,2005,1,CANCELLED,2018-02-26,0.0
2006,INN02006,2006,1,CANCELLED,2017-07-01,0.0
2007,INN02007,2007,1,CONFIRMED,2018-08-19,0.0
2008,INN02008,2008,1,CANCELLED,2018-02-12,0.0
2009,INN02009,2009,1,CONFIRMED,2018-09-04,0.0
2010,INN02010,2010,1,CONFIRMED,2018-08-18,0.0
2011,INN02011,2011,1,CONFIRMED,2017-09-18,0.0
2012,INN02012,2012,1,CONFIRMED,2018-07-02,0.0
2013,INN02013,2013,1,CANCELLED,2018-05-09,0.0
2014,INN02014,2014,1,CONFIRMED,2018-06-24,0.0
2015,INN02015,2015,1,CANCELLED,2018-10-23,0.0
2016,INN02016,2016,1,CONFIRMED,2018-07-09,0.0
2017,INN02017,2017,1,CONFIRMED,2017-11-10,0.0
2018,INN02018,2018,1,CANCELLED,2017-10-16,0.0
2019,INN02019,2019,1,CONFIRMED,2018-03-18,0.0
2020,INN02020,2020,1,CONFIRMED,2017-10-16,0.0
2021,INN02021,2021,1,CONFIRMED,2017-09-30,0.0
2022,INN02022,2022,1,CANCELLED,2018-02-28,0.0
2023,INN02023,2023,1,CONFIRMED,2018-03-11,0.0
2024,INN02024,2024,1,CONFIRMED,2018-09-20,0.0
2025,INN02025,2025,1,CANCELLED,2018-08-02,0.0
2026,INN02026,2026,1,CANCELLED,2018-10-28,0.0
2027,INN02027,2027,1,CONFIRMED,2018-12-17,0.0
2028,INN02028,2028,1,CONFIRMED,2018-05-23,0.0
2029,INN02029,2029,1,CONFIRMED,2018-04-17,0.0
2030,INN02030,2030,1,CONFIRMED,2018-10-06,0.0
2031,INN02031,2031,1,CANCELLED,2018-05-20,0.0
2032,INN02032,2032,1,CONFIRMED,2018-12-17,0.0
2033,INN02033,2033,1,CANCELLED,2018-08-18,0.0
2034,INN02034,2034,1,CANCELLED,2018-07-30,0.0
2035,INN02035,2035,1,CANCELLED,2018-07-21,0.0
2036,INN02036,2036,1,CONFIRMED,2018-04-18,0.0
2037,INN02037,2037,1,CONFIRMED,2018-07-04,0.0
2038,INN02038,2038,1,CONFIRMED,2018-12-21,0.0
2039,INN02039,2039,1,CANCELLED,2018-09-02,0.0
2040,INN02040,2040,1,CONFIRMED,2018-02-16,0.0
2041,INN02041,2041,1,CONFIRMED,2017-10-23,0.0
2042,INN02042,2042,1,CANCELLED,2018-08-13,0.0
2043,INN02043,2043,1,CONFIRMED,2017-10-29,0.0
2044,INN02044,2044,1,CANCELLED,2018-12-29,0.0
2045,INN02045,2045,1,CONFIRMED,2017-09-08,0.0
2046,INN02046,2046,1,CONFIRMED,2018-10-14,0.0
2047,INN02047,2047,1,CANCELLED,2018-07-27,0.0
2048,INN02048,2048,1,CANCELLED,2018-03-17,0.0
2049,INN02049,2049,1,CANCELLED,2018-08-28,0.0
2050,INN02050,2050,1,CONFIRMED,2017-10-13,0.0
2051,INN02051,2051,1,CONFIRMED,2018-05-29,0.0
2052,INN02052,2052,1,CANCELLED,2018-08-24,0.0
2053,INN02053,2053,1,CONFIRMED,2018-10-20,0.0
2054,INN02054,2054,1,CONFIRMED,2018-06-09,0.0
2055,INN02055,2055,1,CONFIRMED,2018-10-02,0.0
2056,INN02056,2056,1,CONFIRMED,2017-12-29,0.0
2057,INN02057,2057,1,CONFIRMED,2018-08-25,0.0
2058,INN02058,2058,1,CANCELLED,2018-10-23,0.0
2059,INN02059,2059,1,CONFIRMED,2018-03-20,0.0
2060,INN02060,2060,1,CANCELLED,2018-10-10,0.0
2061,INN02061,2061,1,CONFIRMED,2018-07-23,0.0
2062,INN02062,2062,1,CONFIRMED,2017-09-24,0.0
2063,INN02063,2063,1,CONFIRMED,2018-09-02,0.0
2064,INN02064,2064,1,CONFIRMED,2018-06-11,0.0
2065,INN02065,2065,1,CANCELLED,2017-07-01,0.0
2066,INN02066,2066,1,CONFIRMED,2017-10-05,0.0
2067,INN02067,2067,1,CONFIRMED,2018-12-16,0.0
2068,INN02068,2068,1,CONFIRMED,2018-01-25,0.0
2069,INN02069,2069,1,CANCELLED,2018-05-02,0.0
2070,INN02070,2070,1,CONFIRMED,2018-06-03,0.0
2071,INN02071,2071,1,CANCELLED,2018-06-26,0.0
2072,INN02072,2072,1,CANCELLED,2018-04-14,0.0
2073,INN02073,2073,1,CONFIRMED,2018-11-25,0.0
2074,INN02074,2074,1,CANCELLED,2018-11-12,0.0
2075,INN02075,2075,1,CANCELLED,2018-03-08,0.0
2076,INN02076,2076,1,CANCELLED,2018-09-27,0.0
2077,INN02077,2077,1,CONFIRMED,2018-10-31,0.0
2078,INN02078,2078,1,CANCELLED,2018-03-21,0.0
2079,INN02079,2079,1,CONFIRMED,2018-04-09,0.0
2080,INN02080,2080,1,CONFIRMED,2018-05-04,0.0
2081,INN02081,2081,1,CONFIRMED,2017-09-09,0.0
2082,INN02082,2082,1,CONFIRMED,2018-03-09,0.0
2083,INN02083,2083,1,CANCELLED,2018-02-19,0.0
2084,INN02084,2084,1,CONFIRMED,2018-01-10,0.0
2085,INN02085,2085,1,CANCELLED,2018-08-27,0.0
2086,INN02086,2086,1,CONFIRMED,2018-11-14,0.0
2087,INN02087,2087,1,CONFIRMED,2018-08-25,0.0
2088,INN02088,2088,1,CANCELLED,2018-05-05,0.0
2089,INN02089,2089,1,CONFIRMED,2018-08-16,0.0
2090,INN02090,2090,1,CONFIRMED,2017-12-31,0.0
2091,INN02091,2091,1,CONFIRMED,2018-09-05,0.0
2092,INN02092,2092,1,CONFIRMED,2017-12-29,0.0
2093,INN02093,2093,1,CONFIRMED,2018-05-30,0.0
2094,INN02094,2094,1,CANCELLED,2017-07-07,0.0
2095,INN02095,2095,1,CONFIRMED,2018-11-02,0.0
2096,INN02096,2096,1,CONFIRMED,2018-04-18,0.0
2097,INN02097,2097,1,CONFIRMED,2018-07-18,0.0
2098,INN02098,2098,1,CONFIRMED,2018-10-23,0.0
2099,INN02099,2099,1,CONFIRMED,2018-01-03,0.0
2100,INN02100,2100,1,CONFIRMED,2018-06-20,0.0
2101,INN02101,2101,1,CONFIRMED,2018-08-27,0.0
2102,INN02102,2102,1,CONFIRMED,2018-02-19,0.0
2103,INN02103,2103,1,CONFIRMED,2017-10-12,0.0
2104,INN02104,2104,1,CANCELLED,2018-08-20,0.0
2105,INN02105,2105,1,CANCELLED,2018-09-18,0.0
2106,INN02106,2106,1,CANCELLED,2018-09-08,0.0
2107,INN02107,2107,1,CANCELLED,2018-06-07,0.0
2108,INN02108,2108,1,CONFIRMED,2018-11-18,0.0
2109,INN02109,2109,1,CANCELLED,2017-07-06,0.0
2110,INN02110,2110,1,CONFIRMED,2018-11-02,0.0
2111,INN02111,2111,1,CANCELLED,2018-07-17,0.0
2112,INN02112,2112,1,CANCELLED,2018-08-04,0.0
2113,INN02113,2113,1,CONFIRMED,2018-05-02,0.0
2114,INN02114,2114,1,CANCELLED,2018-06-24,0.0
2115,INN02115,2115,1,CONFIRMED,2018-07-26,0.0
2116,INN02116,2116,1,CONFIRMED,2018-07-13,0.0
2117,INN02117,2117,1,CANCELLED,2018-09-14,0.0
2118,INN02118,2118,1,CONFIRMED,2018-10-30,0.0
2119,INN02119,2119,1,CONFIRMED,2018-11-11,0.0
2120,INN02120,2120,1,CONFIRMED,2017-08-24,0.0
2121,INN02121,2121,1,CONFIRMED,2017-08-22,0.0
2122,INN02122,2122,1,CONFIRMED,2018-12-10,0.0
2123,INN02123,2123,1,CONFIRMED,2018-02-26,0.0
2124,INN02124,2124,1,CANCELLED,2018-06-07,0.0
2125,INN02125,2125,1,CANCELLED,2018-08-29,0.0
2126,INN02126,2126,1,CONFIRMED,2018-03-21,0.0
2127,INN02127,2127,1,CONFIRMED,2017-10-10,0.0
2128,INN02128,2128,1,CONFIRMED,2018-11-18,0.0
2129,INN02129,2129,1,CONFIRMED,2018-02-10,0.0
2130,INN02130,2130,1,CANCELLED,2018-02-24,0.0
2131,INN02131,2131,1,CONFIRMED,2018-04-18,0.0
2132,INN02132,2132,1,CONFIRMED,2018-11-24,0.0
2133,INN02133,2133,1,CONFIRMED,2018-07-28,0.0
2134,INN02134,2134,1,CONFIRMED,2017-09-29,0.0
2135,INN02135,2135,1,CONFIRMED,2017-10-01,0.0
2136,INN02136,2136,1,CONFIRMED,2017-09-18,0.0
2137,INN02137,2137,1,CANCELLED,2018-04-22,0.0
2138,INN02138,2138,1,CONFIRMED,2018-11-11,0.0
2139,INN02139,2139,1,CONFIRMED,2018-08-15,0.0
2140,INN02140,2140,1,CANCELLED,2018-06-29,0.0
2141,INN02141,2141,1,CANCELLED,2018-03-03,0.0
2142,INN02142,2142,1,CONFIRMED,2017-09-18,0.0
2143,INN02143,2143,1,CANCELLED,2017-10-30,0.0
2144,INN02144,2144,1,CANCELLED,2018-05-20,0.0
2145,INN02145,2145,1,CONFIRMED,2017-10-10,0.0
2146,INN02146,2146,1,CONFIRMED,2018-03-04,0.0
2147,INN02147,2147,1,CONFIRMED,2018-02-28,0.0
2148,INN02148,2148,1,CANCELLED,2018-07-30,0.0
2149,INN02149,2149,1,CONFIRMED,2018-10-20,0.0
2150,INN02150,2150,1,CANCELLED,2018-10-17,0.0
2151,INN02151,2151,1,CANCELLED,2018-09-06,0.0
2152,INN02152,2152,1,CANCELLED,2018-07-13,0.0
2153,INN02153,2153,1,CONFIRMED,2018-08-16,0.0
2154,INN02154,2154,1,CONFIRMED,2017-10-09,0.0
2155,INN02155,2155,1,CANCELLED,2018-09-08,0.0
2156,INN02156,2156,1,CONFIRMED,2017-10-04,0.0
2157,INN02157,2157,1,CONFIRMED,2018-12-06,0.0
2158,INN02158,2158,1,CANCELLED,2018-08-21,0.0
2159,INN02159,2159,1,CANCELLED,2017-08-29,0.0
2160,INN02160,2160,1,CANCELLED,2018-10-27,0.0
2161,INN02161,2161,1,CANCELLED,2018-03-03,0.0
2162,INN02162,2162,1,CONFIRMED,2018-08-25,0.0
2163,INN02163,2163,1,CANCELLED,2018-05-22,0.0
2164,INN02164,2164,1,CANCELLED,2018-04-09,0.0
2165,INN02165,2165,1,CONFIRMED,2018-05-25,0.0
2166,INN02166,2166,1,CONFIRMED,2017-10-18,0.0
2167,INN02167,2167,1,CANCELLED,2018-05-28,0.0
2168,INN02168,2168,1,CONFIRMED,2018-07-07,0.0
2169,INN02169,2169,1,CONFIRMED,2018-12-30,0.0
2170,INN02170,2170,1,CANCELLED,2018-11-04,0.0
2171,INN02171,2171,1,CONFIRMED,2018-05-02,0.0
2172,INN02172,2172,1,CANCELLED,2018-11-23,0.0
2173,INN02173,2173,1,CONFIRMED,2017-11-19,0.0
2174,INN02174,2174,1,CONFIRMED,2018-09-09,0.0
2175,INN02175,2175,1,CANCELLED,2018-10-07,0.0
2176,INN02176,2176,1,CONFIRMED,2018-12-27,0.0
2177,INN02177,2177,1,CONFIRMED,2018-04-04,0.0
2178,INN02178,2178,1,CONFIRMED,2018-08-30,0.0
2179,INN02179,2179,1,CONFIRMED,2018-08-07,0.0
2180,INN02180,2180,1,CONFIRMED,2018-07-27,0.0
2181,INN02181,2181,1,CONFIRMED,2018-12-06,0.0
2182,INN02182,2182,1,CONFIRMED,2018-10-02,0.0
2183,INN02183,2183,1,CONFIRMED,2018-04-02,0.0
2184,INN02184,2184,1,CONFIRMED,2018-02-08,0.0
2185,INN02185,2185,1,CONFIRMED,2018-10-07,0.0
2186,INN02186,2186,1,CONFIRMED,2017-10-09,0.0
2187,INN02187,2187,1,CONFIRMED,2017-09-18,0.0
2188,INN02188,2188,1,CONFIRMED,2018-06-30,0.0
2189,INN02189,2189,1,CONFIRMED,2018-04-18,0.0
2190,INN02190,2190,1,CONFIRMED,2018-02-23,0.0
2191,INN02191,2191,1,CANCELLED,2018-08-19,0.0
2192,INN02192,2192,1,CONFIRMED,2018-07-28,0.0
2193,INN02193,2193,1,CONFIRMED,2018-02-19,0.0
2194,INN02194,2194,1,CANCELLED,2018-09-10,0.0
2195,INN02195,2195,1,CONFIRMED,2018-04-20,0.0
2196,INN02196,2196,1,CANCELLED,2017-10-09,0.0
2197,INN02197,2197,1,CONFIRMED,2018-12-24,0.0
2198,INN02198,2198,1,CANCELLED,2018-08-20,0.0
2199,INN02199,2199,1,CANCELLED,2018-08-06,0.0
2200,INN02200,2200,1,CONFIRMED,2018-08-30,0.0
2201,INN02201,2201,1,CONFIRMED,2017-09-04,0.0
2202,INN02202,2202,1,CANCELLED,2017-07-07,0.0
2203,INN02203,2203,1,CONFIRMED,2018-10-03,0.0
2204,INN02204,2204,1,CANCELLED,2018-09-30,0.0
2205,INN02205,2205,1,CONFIRMED,2018-11-17,0.0
2206,INN02206,2206,1,CONFIRMED,2018-04-15,0.0
2207,INN02207,2207,1,CONFIRMED,2018-09-01,0.0
2208,INN02208,2208,1,CANCELLED,2018-09-06,0.0
2209,INN02209,2209,1,CONFIRMED,2017-09-14,0.0
2210,INN02210,2210,1,CONFIRMED,2018-06-26,0.0
2211,INN02211,2211,1,CONFIRMED,2018-08-06,0.0
2212,INN02212,2212,1,CONFIRMED,2017-10-12,0.0
2213,INN02213,2213,1,CONFIRMED,2018-03-15,0.0
2214,INN02214,2214,1,CANCELLED,2018-10-12,0.0
2215,INN02215,2215,1,CONFIRMED,2018-09-24,0.0
2216,INN02216,2216,1,CONFIRMED,2018-07-26,0.0
2217,INN02217,2217,1,CONFIRMED,2018-07-23,0.0
2218,INN02218,2218,1,CONFIRMED,2018-10-29,0.0
2219,INN02219,2219,1,CONFIRMED,2018-05-29,0.0
2220,INN02220,2220,1,CONFIRMED,2018-09-09,0.0
2221,INN02221,2221,1,CANCELLED,2018-03-22,0.0
2222,INN02222,2222,1,CONFIRMED,2018-05-08,0.0
2223,INN02223,2223,1,CANCELLED,2018-06-03,0.0
2224,INN02224,2224,1,CONFIRMED,2018-10-07,0.0
2225,INN02225,2225,1,CANCELLED,2018-08-01,0.0
2226,INN02226,2226,1,CONFIRMED,2018-06-29,0.0
2227,INN02227,2227,1,CONFIRMED,2018-03-05,0.0
2228,INN02228,2228,1,CONFIRMED,2018-04-08,0.0
2229,INN02229,2229,1,CANCELLED,2018-08-15,0.0
2230,INN02230,2230,1,CONFIRMED,2018-04-27,0.0
2231,INN02231,2231,1,CONFIRMED,2018-11-04,0.0
2232,INN02232,2232,1,CONFIRMED,2018-11-09,0.0
2233,INN02233,2233,1,CONFIRMED,2018-05-07,0.0
2234,INN02234,2234,1,CANCELLED,2018-03-06,0.0
2235,INN02235,2235,1,CONFIRMED,2018-02-12,0.0
2236,INN02236,2236,1,CONFIRMED,2017-10-31,0.0
2237,INN02237,2237,1,CONFIRMED,2018-08-20,0.0
2238,INN02238,2238,1,CANCELLED,2018-11-20,0.0
2239,INN02239,2239,1,CANCELLED,2018-09-16,0.0
2240,INN02240,2240,1,CONFIRMED,2018-12-02,0.0
2241,INN02241,2241,1,CONFIRMED,2018-12-24,0.0
2242,INN02242,2242,1,CONFIRMED,2017-10-07,0.0
2243,INN02243,2243,1,CONFIRMED,2018-11-10,0.0
2244,INN02244,2244,1,CONFIRMED,2017-10-16,0.0
2245,INN02245,2245,1,CANCELLED,2018-06-24,0.0
2246,INN02246,2246,1,CANCELLED,2018-06-09,0.0
2247,INN02247,2247,1,CONFIRMED,2018-02-14,0.0
2248,INN02248,2248,1,CANCELLED,2018-07-24,0.0
2249,INN02249,2249,1,CONFIRMED,2017-09-17,0.0
2250,INN02250,2250,1,CONFIRMED,2018-01-22,0.0
2251,INN02251,2251,1,CONFIRMED,2018-01-29,0.0
2252,INN02252,2252,1,CANCELLED,2018-10-11,0.0
2253,INN02253,2253,1,CANCELLED,2018-06-06,0.0
2254,INN02254,2254,1,CANCELLED,2017-10-10,0.0
2255,INN02255,2255,1,CONFIRMED,2017-10-05,0.0
2256,INN02256,2256,1,CANCELLED,2018-06-15,0.0
2257,INN02257,2257,1,CANCELLED,2018-05-31,0.0
2258,INN02258,2258,1,CANCELLED,2018-09-19,0.0
2259,INN02259,2259,1,CONFIRMED,2018-10-24,0.0
2260,INN02260,2260,1,CONFIRMED,2018-06-14,0.0
2261,INN02261,2261,1,CANCELLED,2018-10-31,0.0
2262,INN02262,2262,1,CONFIRMED,2018-12-02,0.0
2263,INN02263,2263,1,CONFIRMED,2017-11-27,0.0
2264,INN02264,2264,1,CONFIRMED,2018-05-28,0.0
2265,INN02265,2265,1,CONFIRMED,2018-01-08,0.0
2266,INN02266,2266,1,CONFIRMED,2018-06-20,0.0
2267,INN02267,2267,1,CONFIRMED,2018-07-30,0.0
2268,INN02268,2268,1,CONFIRMED,2018-04-18,0.0
2269,INN02269,2269,1,CONFIRMED,2017-09-19,0.0
2270,INN02270,2270,1,CANCELLED,2018-06-15,0.0
2271,INN02271,2271,1,CONFIRMED,2018-06-26,0.0
2272,INN02272,2272,1,CONFIRMED,2018-09-30,0.0
2273,INN02273,2273,1,CANCELLED,2018-05-09,0.0
2274,INN02274,2274,1,CONFIRMED,2018-06-24,0.0
2275,INN02275,2275,1,CONFIRMED,2018-06-26,0.0
2276,INN02276,2276,1,CONFIRMED,2018-02-06,0.0
2277,INN02277,2277,1,CONFIRMED,2018-02-12,0.0
2278,INN02278,2278,1,CONFIRMED,2017-10-04,0.0
2279,INN02279,2279,1,CONFIRMED,2018-04-25,0.0
2280,INN02280,2280,1,CANCELLED,2018-04-29,0.0
2281,INN02281,2281,1,CANCELLED,2018-11-01,0.0
2282,INN02282,2282,1,CANCELLED,2018-09-26,0.0
2283,INN02283,2283,1,CANCELLED,2018-06-27,0.0
2284,INN02284,2284,1,CANCELLED,2018-10-11,0.0
2285,INN02285,2285,1,CONFIRMED,2017-12-04,0.0
2286,INN02286,2286,1,CANCELLED,2018-04-23,0.0
2287,INN02287,2287,1,CANCELLED,2018-11-12,0.0
2288,INN02288,2288,1,CONFIRMED,2018-08-28,0.0
2289,INN02289,2289,1,CANCELLED,2018-10-03,0.0
2290,INN02290,2290,1,CANCELLED,2018-04-07,0.0
2291,INN02291,2291,1,CONFIRMED,2017-08-14,0.0
2292,INN02292,2292,1,CONFIRMED,2018-02-25,0.0
2293,INN02293,2293,1,CONFIRMED,2018-05-02,0.0
2294,INN02294,2294,1,CONFIRMED,2017-09-30,0.0
2295,INN02295,2295,1,CANCELLED,2018-11-11,0.0
2296,INN02296,2296,1,CONFIRMED,2018-01-04,0.0
2297,INN02297,2297,1,CANCELLED,2018-11-20,0.0
2298,INN02298,2298,1,CONFIRMED,2018-08-01,0.0
2299,INN02299,2299,1,CANCELLED,2018-03-10,0.0
2300,INN02300,2300,1,CANCELLED,2018-09-15,0.0
2301,INN02301,2301,1,CANCELLED,2018-07-31,0.0
2302,INN02302,2302,1,CONFIRMED,2018-04-17,0.0
2303,INN02303,2303,1,CONFIRMED,2018-12-30,0.0
2304,INN02304,2304,1,CANCELLED,2018-04-19,0.0
2305,INN02305,2305,1,CANCELLED,2018-06-24,0.0
2306,INN02306,2306,1,CONFIRMED,2018-09-03,0.0
2307,INN02307,2307,1,CONFIRMED,2018-11-23,0.0
2308,INN02308,2308,1,CANCELLED,2018-10-22,0.0
2309,INN02309,2309,1,CONFIRMED,2018-08-13,0.0
2310,INN02310,2310,1,CONFIRMED,2017-09-30,0.0
2311,INN02311,2311,1,CONFIRMED,2018-06-02,0.0
2312,INN02312,2312,1,CONFIRMED,2018-12-12,0.0
2313,INN02313,2313,1,CANCELLED,2018-05-17,0.0
2314,INN02314,2314,1,CONFIRMED,2018-11-05,0.0
2315,INN02315,2315,1,CANCELLED,2018-10-29,0.0
2316,INN02316,2316,1,CANCELLED,2018-04-13,0.0
2317,INN02317,2317,1,CONFIRMED,2018-09-26,0.0
2318,INN02318,2318,1,CANCELLED,2018-04-09,0.0
2319,INN02319,2319,1,CANCELLED,2018-06-20,0.0
2320,INN02320,2320,1,CONFIRMED,2018-09-25,0.0
2321,INN02321,2321,1,CONFIRMED,2017-11-16,0.0
2322,INN02322,2322,1,CONFIRMED,2018-01-05,0.0
2323,INN02323,2323,1,CONFIRMED,2018-09-22,0.0
2324,INN02324,2324,1,CONFIRMED,2018-02-12,0.0
2325,INN02325,2325,1,CONFIRMED,2018-08-12,0.0
2326,INN02326,2326,1,CONFIRMED,2017-09-15,0.0
2327,INN02327,2327,1,CONFIRMED,2017-08-09,0.0
2328,INN02328,2328,1,CONFIRMED,2018-12-27,0.0
2329,INN02329,2329,1,CONFIRMED,2017-08-19,0.0
2330,INN02330,2330,1,CONFIRMED,2018-03-21,0.0
2331,INN02331,2331,1,CANCELLED,2018-05-16,0.0
2332,INN02332,2332,1,CONFIRMED,2018-06-12,0.0
2333,INN02333,2333,1,CONFIRMED,2018-08-08,0.0
2334,INN02334,2334,1,CONFIRMED,2018-05-01,0.0
2335,INN02335,2335,1,CONFIRMED,2018-04-08,0.0
2336,INN02336,2336,1,CONFIRMED,2018-09-16,0.0
2337,INN02337,2337,1,CONFIRMED,2017-10-19,0.0
2338,INN02338,2338,1,CANCELLED,2018-05-20,0.0
2339,INN02339,2339,1,CONFIRMED,2018-11-04,0.0
2340,INN02340,2340,1,CANCELLED,2017-10-09,0.0
2341,INN02341,2341,1,CONFIRMED,2018-11-03,0.0
2342,INN02342,2342,1,CANCELLED,2017-07-11,0.0
2343,INN02343,2343,1,CANCELLED,2018-09-03,0.0
2344,INN02344,2344,1,CONFIRMED,2018-06-26,0.0
2345,INN02345,2345,1,CONFIRMED,2017-08-08,0.0
2346,INN02346,2346,1,CONFIRMED,2018-01-13,0.0
2347,INN02347,2347,1,CANCELLED,2018-02-28,0.0
2348,INN02348,2348,1,CONFIRMED,2018-10-09,0.0
2349,INN02349,2349,1,CONFIRMED,2017-10-17,0.0
2350,INN02350,2350,1,CONFIRMED,2018-05-20,0.0
2351,INN02351,2351,1,CANCELLED,2018-05-31,0.0
2352,INN02352,2352,1,CANCELLED,2018-10-16,0.0
2353,INN02353,2353,1,CANCELLED,2018-06-07,0.0
2354,INN02354,2354,1,CONFIRMED,2018-12-05,0.0
2355,INN02355,2355,1,CANCELLED,2017-10-09,0.0
2356,INN02356,2356,1,CONFIRMED,2018-03-08,0.0
2357,INN02357,2357,1,CANCELLED,2018-07-27,0.0
2358,INN02358,2358,1,CONFIRMED,2017-08-30,0.0
2359,INN02359,2359,1,CONFIRMED,2017-12-30,0.0
2360,INN02360,2360,1,CONFIRMED,2018-11-13,0.0
2361,INN02361,2361,1,CANCELLED,2018-11-04,0.0
2362,INN02362,2362,1,CANCELLED,2018-05-30,0.0
2363,INN02363,2363,1,CANCELLED,2018-11-12,0.0
2364,INN02364,2364,1,CONFIRMED,2018-08-13,0.0
2365,INN02365,2365,1,CONFIRMED,2018-04-14,0.0
2366,INN02366,2366,1,CONFIRMED,2018-10-13,0.0
2367,INN02367,2367,1,CANCELLED,2018-10-29,0.0
2368,INN02368,2368,1,CONFIRMED,2018-05-22,0.0
2369,INN02369,2369,1,CONFIRMED,2018-05-04,0.0
2370,INN02370,2370,1,CANCELLED,2018-08-29,0.0
2371,INN02371,2371,1,CONFIRMED,2018-10-31,0.0
2372,INN02372,2372,1,CANCELLED,2018-08-15,0.0
2373,INN02373,2373,1,CONFIRMED,2018-12-08,0.0
2374,INN02374,2374,1,CANCELLED,2018-10-22,0.0
2375,INN02375,2375,1,CANCELLED,2018-09-05,0.0
2376,INN02376,2376,1,CANCELLED,2018-08-03,0.0
2377,INN02377,2377,1,CONFIRMED,2017-11-05,0.0
2378,INN02378,2378,1,CONFIRMED,2018-07-19,0.0
2379,INN02379,2379,1,CANCELLED,2018-09-11,0.0
2380,INN02380,2380,1,CANCELLED,2018-08-13,0.0
2381,INN02381,2381,1,CONFIRMED,2018-10-17,0.0
2382,INN02382,2382,1,CONFIRMED,2017-08-14,0.0
2383,INN02383,2383,1,CANCELLED,2018-11-04,0.0
2384,INN02384,2384,1,CONFIRMED,2018-02-25,0.0
2385,INN02385,2385,1,CONFIRMED,2018-10-30,0.0
2386,INN02386,2386,1,CONFIRMED,2018-07-15,0.0
2387,INN02387,2387,1,CONFIRMED,2018-05-18,0.0
2388,INN02388,2388,1,CONFIRMED,2018-10-02,0.0
2389,INN02389,2389,1,CONFIRMED,2017-08-29,0.0
2390,INN02390,2390,1,CONFIRMED,2018-03-19,0.0
2391,INN02391,2391,1,CANCELLED,2017-08-27,0.0
2392,INN02392,2392,1,CANCELLED,2018-10-29,0.0
2393,INN02393,2393,1,CONFIRMED,2018-11-29,0.0
2394,INN02394,2394,1,CONFIRMED,2017-09-09,0.0
2395,INN02395,2395,1,CANCELLED,2018-05-09,0.0
2396,INN02396,2396,1,CONFIRMED,2018-06-19,0.0
2397,INN02397,2397,1,CONFIRMED,2018-05-17,0.0
2398,INN02398,2398,1,CONFIRMED,2018-06-24,0.0
2399,INN02399,2399,1,CONFIRMED,2018-06-05,0.0
2400,INN02400,2400,1,CONFIRMED,2018-06-13,0.0
2401,INN02401,2401,1,CONFIRMED,2017-11-20,0.0
2402,INN02402,2402,1,CONFIRMED,2018-08-05,0.0
2403,INN02403,2403,1,CANCELLED,2018-05-13,0.0
2404,INN02404,2404,1,CONFIRMED,2018-05-30,0.0
2405,INN02405,2405,1,CONFIRMED,2017-12-05,0.0
2406,INN02406,2406,1,CONFIRMED,2018-06-24,0.0
2407,INN02407,2407,1,CONFIRMED,2017-10-17,0.0
2408,INN02408,2408,1,CONFIRMED,2018-03-15,0.0
2409,INN02409,2409,1,CONFIRMED,2018-11-28,0.0
2410,INN02410,2410,1,CANCELLED,2018-07-08,0.0
2411,INN02411,2411,1,CONFIRMED,2017-08-14,0.0
2412,INN02412,2412,1,CANCELLED,2018-04-13,0.0
2413,INN02413,2413,1,CANCELLED,2018-05-04,0.0
2414,INN02414,2414,1,CONFIRMED,2018-12-03,0.0
2415,INN02415,2415,1,CANCELLED,2018-03-07,0.0
2416,INN02416,2416,1,CONFIRMED,2018-05-17,0.0
2417,INN02417,2417,1,CONFIRMED,2018-12-05,0.0
2418,INN02418,2418,1,CANCELLED,2018-08-07,0.0
2419,INN02419,2419,1,CANCELLED,2018-09-28,0.0
2420,INN02420,2420,1,CONFIRMED,2018-08-06,0.0
2421,INN02421,2421,1,CONFIRMED,2017-10-19,0.0
2422,INN02422,2422,1,CONFIRMED,2017-12-23,0.0
